>contig_1
1	1918	-	2	1.140492	I:642,	D:289,
2549874	2553086	+	3	1.204459	I:2549948,	D:2550063,
2553241	2555297	-	1	1.191658	I:2553316,2553613,	D:
2555312	2555876	-	2	1.186645	I:2555606,	D:
2555959	2558118	-	1	1.191225	I:	D:
2558378	2559193	+	2	1.180510	I:	D:
2559264	2561081	+	3	1.143662	I:	D:
2561241	2561948	+	3	1.196650	I:	D:
2562301	2564061	+	1	1.174281	I:	D:
2564180	2565670	-	2	1.175455	I:	D:
2566024	2566989	+	1	1.162692	I:	D:
2567130	2567747	+	3	1.177784	I:	D:
2567868	2568320	-	3	1.221837	I:	D:
2568402	2569022	+	3	1.229958	I:	D:
2569137	2569286	-	3	1.304328	I:	D:
2569490	2570041	-	2	1.285928	I:	D:
2570150	2570773	+	2	1.272245	I:	D:
2570908	2571209	-	1	1.326002	I:	D:2571182,
2571790	2573251	+	1	1.382477	I:2571836,	D:
2573503	2574410	+	1	1.261139	I:	D:2573511,
2574423	2574539	-	3	1.234914	I:	D:
2574590	2576047	-	2	1.172096	I:	D:
2576416	2576984	-	1	1.268611	I:2576581,	D:2576585,2576762,
2577081	2577534	+	3	1.255585	I:	D:2577089,2577195,
2577576	2578095	-	3	1.196718	I:2578091,	D:
2578173	2579214	+	3	1.156424	I:2579141,	D:
2579253	2579960	+	3	1.189313	I:	D:
2580057	2580950	+	3	1.158051	I:	D:
2581002	2582273	-	3	1.133348	I:	D:
2582499	2583380	+	3	1.162246	I:	D:
2583401	2584057	-	2	1.179635	I:	D:
2584273	2585247	+	1	1.118839	I:	D:
2585318	2586868	+	2	1.136292	I:	D:
2586975	2588315	+	3	1.116898	I:	D:
2588468	2589730	+	2	1.090762	I:	D:
2589817	2591116	-	1	1.159661	I:2590430,	D:
2591298	2591462	+	3	1.171967	I:	D:
2591471	2592208	+	2	1.118655	I:	D:
2592209	2593534	+	2	1.140243	I:	D:
2593625	2594050	-	2	1.143041	I:	D:
2594174	2595127	-	2	1.132734	I:	D:
2595396	2596370	+	3	1.113079	I:	D:
2596373	2597272	+	2	1.109013	I:	D:
2597308	2602782	+	1	1.152731	I:2599273,2599285,	D:2598247,2600880,
2602892	2603908	+	2	1.150012	I:	D:
2604166	2605466	+	1	1.284046	I:	D:2604634,
2605515	2606042	-	3	1.161173	I:	D:
2606091	2607476	-	3	1.134164	I:	D:
2607592	2609239	-	1	1.183811	I:2608243,	D:
2609289	2609678	-	3	1.194382	I:	D:
2609854	2610189	-	1	1.218447	I:	D:
2610552	2610743	+	3	1.364503	I:	D:
2610779	2611075	-	2	1.259884	I:	D:
2611249	2611485	+	1	1.318628	I:2611463,	D:2611421,
2611543	2612401	-	1	1.271128	I:2612197,2612236,	D:2612337,
2612483	2613010	-	2	1.245453	I:	D:
2613990	2614123	+	3	1.356863	I:	D:2614049,
2614132	2614351	+	1	1.274280	I:2614296,	D:
2614624	2615208	-	1	1.215784	I:	D:
2615221	2616513	-	1	1.169649	I:	D:
2616523	2617907	-	1	1.153848	I:	D:2617238,
2617945	2618736	-	1	1.154129	I:	D:
2618932	2619687	-	1	1.146821	I:	D:
2619812	2621314	+	2	1.116799	I:	D:
2621396	2621467	-	2	1.202624	I:	D:
2621558	2622841	+	2	1.158673	I:	D:
2622875	2623813	-	2	1.143668	I:	D:
2623819	2624991	-	1	1.189818	I:	D:
2625048	2626091	-	3	1.131408	I:	D:
2626099	2627073	-	1	1.154716	I:	D:
2627195	2628121	+	2	1.143882	I:	D:
2628232	2628448	-	1	1.248236	I:2628428,	D:
2628488	2630236	-	2	1.172560	I:2628719,	D:2628750,
2630305	2631425	-	1	1.199555	I:2631258,2631279,	D:
2631428	2633648	-	2	1.201634	I:2632172,	D:
2633738	2634928	-	2	1.176841	I:2633806,	D:2633967,
2635018	2636268	-	1	1.147213	I:	D:
2636285	2639672	+	2	1.125648	I:2638245,2638255,	D:2637579,
2639767	2641092	-	1	1.157692	I:	D:
2641319	2642233	+	2	1.189820	I:	D:
2642328	2643314	-	3	1.174479	I:	D:
2643518	2644426	-	2	1.155722	I:	D:
2644565	2645641	+	2	1.126103	I:	D:
2645750	2647805	-	2	1.150424	I:2647020,2647241,	D:2647108,
2647886	2650733	-	2	1.139280	I:2649715,	D:
2650771	2651208	-	1	1.151051	I:	D:
2651244	2656686	-	3	1.152433	I:	D:2652000,2653469,
2656750	2657892	-	1	1.126978	I:	D:
2658265	2658768	-	1	1.195547	I:	D:
2658864	2660060	-	3	1.192417	I:	D:
2660084	2660668	-	2	1.215776	I:	D:
2660882	2661676	+	2	1.157419	I:	D:
2661736	2663102	-	1	1.139320	I:2662415,2662441,	D:
2663137	2663895	-	1	1.126431	I:	D:
2664023	2664528	-	2	1.176488	I:	D:2664417,
2664532	2666001	-	1	1.191535	I:	D:
2666015	2667052	-	2	1.168621	I:	D:
2667097	2667483	-	1	1.180236	I:	D:
2667579	2670727	+	3	1.153419	I:	D:2669085,
2670809	2672135	+	2	1.144579	I:2670878,	D:
2672238	2673032	-	3	1.139028	I:	D:
2673034	2673924	-	1	1.130301	I:	D:
2674135	2674261	+	1	1.310281	I:2674257,	D:
2674316	2675248	-	2	1.144219	I:	D:
2675529	2676485	+	3	1.129877	I:	D:
2676513	2677487	-	3	1.159312	I:	D:
2677650	2679988	-	3	1.150392	I:2679195,2679221,	D:
2680035	2682048	-	3	1.152315	I:2681331,	D:
2682161	2682931	-	2	1.186907	I:	D:
2683093	2684274	-	1	1.124074	I:	D:
2684446	2685597	+	1	1.144557	I:	D:
2685607	2686620	+	1	1.104338	I:	D:
2686632	2687528	-	3	1.130181	I:	D:
2687573	2689314	+	2	1.147085	I:	D:2688836,
2689401	2690375	+	3	1.155305	I:	D:
2690427	2692369	-	3	1.193148	I:	D:2691319,
2692401	2693405	-	3	1.199365	I:	D:
2693438	2694427	-	2	1.199956	I:	D:
2694455	2695087	-	2	1.210215	I:	D:
2695351	2696730	+	1	1.190254	I:2695356,	D:2695448,
2696757	2697773	+	3	1.124798	I:	D:
2697788	2699335	+	2	1.127247	I:	D:
2699341	2702531	+	1	1.146843	I:2700511,2701583,	D:
2702544	2703563	-	3	1.164472	I:	D:
2703573	2703947	-	3	1.129215	I:	D:
2704083	2706235	-	3	1.148544	I:	D:2705383,
2706519	2707520	-	3	1.202428	I:	D:
2707937	2709190	-	2	1.179521	I:	D:
2709401	2710570	+	2	1.141411	I:	D:
2710971	2711189	+	3	1.168026	I:	D:
2711227	2711394	+	1	1.253426	I:	D:
2711593	2715451	+	1	1.132226	I:	D:2712801,2714674,
2715459	2717243	-	3	1.183420	I:	D:
2717281	2718153	-	1	1.146620	I:	D:
2718237	2718785	-	3	1.178004	I:	D:
2718801	2719958	-	3	1.203952	I:	D:
2720334	2720792	+	3	1.222245	I:	D:
2720958	2721470	+	3	1.130623	I:	D:
2721524	2722738	+	2	1.111950	I:	D:
2722825	2725482	+	1	1.160071	I:	D:
2725494	2726156	+	3	1.187867	I:	D:
2726160	2727270	+	3	1.144403	I:2727206,	D:
2727308	2728588	+	2	1.125237	I:	D:
2728654	2729019	+	1	1.193401	I:	D:
2729025	2729807	+	3	1.179702	I:	D:
2729839	2730378	+	1	1.239089	I:	D:
2730392	2731853	-	2	1.176806	I:2731822,	D:
2731910	2732776	-	2	1.222381	I:	D:
2732940	2734343	+	3	1.163433	I:	D:
2734429	2735061	-	1	1.241167	I:	D:
2735208	2736152	+	3	1.158260	I:	D:
2736249	2736885	+	3	1.232681	I:	D:2736519,2736881,
2736917	2737804	-	2	1.216683	I:	D:
2737998	2738711	+	3	1.242407	I:	D:
2738835	2739599	+	3	1.198959	I:	D:
2746652	2746993	-	2	1.293363	I:	D:
2747158	2748105	+	1	1.187645	I:	D:
2748135	2749652	-	3	1.204029	I:	D:
2749891	2750796	+	1	1.213811	I:	D:
2750907	2753321	+	3	1.169084	I:	D:
2753354	2754055	-	2	1.242759	I:	D:
2754103	2754555	-	1	1.234165	I:	D:
2754999	2755412	-	3	1.170449	I:	D:
2755487	2755777	+	2	1.204333	I:	D:
2755865	2756470	-	2	1.189921	I:2756395,	D:2756455,
2756474	2756698	-	2	1.224530	I:	D:
2756819	2758288	-	2	1.228253	I:	D:
2758667	2759377	-	2	1.255844	I:	D:
2759402	2760484	-	2	1.190687	I:	D:
2760609	2761664	+	3	1.153802	I:	D:
2761681	2764363	+	1	1.132714	I:	D:2762726,2763557,
2764402	2765415	+	1	1.159452	I:	D:
2765463	2766136	-	3	1.308307	I:	D:2765808,
2766317	2766849	+	2	1.217705	I:2766321,2766400,	D:
2766883	2767647	-	1	1.139792	I:	D:
2767940	2769707	+	2	1.179517	I:2768812,	D:
2770018	2772609	+	1	1.159798	I:	D:
2772851	2773435	+	2	1.205334	I:	D:
2773524	2774183	-	3	1.196842	I:	D:
2774484	2775700	+	3	1.207383	I:	D:2775026,
2775822	2776367	+	3	1.190334	I:	D:
2776488	2777246	+	3	1.176187	I:	D:
2777282	2778040	-	2	1.184942	I:	D:
2778055	2778168	-	1	1.169384	I:	D:
2778298	2779344	-	1	1.174371	I:	D:
2779663	2780610	+	1	1.170258	I:	D:
2780738	2781709	+	2	1.226033	I:	D:
2781840	2782463	+	3	1.169780	I:	D:
2782492	2783637	-	1	1.203489	I:	D:
2783896	2784120	+	1	1.241840	I:	D:
2784364	2784615	+	1	1.184553	I:	D:
2784721	2785323	+	1	1.172271	I:	D:
2785343	2785810	-	2	1.212508	I:	D:
2785916	2787375	-	2	1.236509	I:	D:2787027,
2788052	2788421	+	2	1.351472	I:2788377,	D:
2793369	2793455	+	3	1.328766	I:	D:
2795587	2795711	+	1	1.334146	I:	D:2795591,
2797223	2797508	+	2	1.385910	I:2797454,	D:
2802502	2802618	-	1	1.221828	I:	D:
2803998	2804168	-	3	1.317843	I:	D:
2804760	2806115	+	3	1.157797	I:	D:
2806259	2807035	-	2	1.187835	I:	D:
2807083	2807916	-	1	1.121386	I:	D:
2807963	2808901	-	2	1.156495	I:	D:
2809119	2810159	-	3	1.190304	I:	D:
2810669	2812744	-	2	1.164207	I:	D:
2812964	2814451	+	2	1.161784	I:	D:
2814508	2814618	-	1	1.225870	I:	D:
2814621	2815355	-	3	1.199899	I:	D:
2815644	2817829	-	3	1.179052	I:	D:2817001,
2817848	2819713	-	2	1.169910	I:	D:
2819975	2820607	-	2	1.246060	I:	D:
2820651	2821228	+	3	1.179642	I:	D:2820687,
2821353	2821829	-	3	1.221722	I:	D:
2822320	2822392	+	1	1.260731	I:2822340,	D:
2822527	2824146	+	1	1.167271	I:	D:
2824261	2825571	-	1	1.126583	I:	D:
2825702	2826124	+	2	1.166259	I:	D:
2826283	2827599	+	1	1.150435	I:	D:
2827687	2829396	+	1	1.132448	I:	D:
2829413	2830498	+	2	1.149817	I:	D:
2830523	2831431	+	2	1.130406	I:	D:
2831469	2832113	+	3	1.173121	I:	D:
2832216	2832989	-	3	1.154891	I:	D:
2833077	2833973	-	3	1.221199	I:	D:
2834023	2837265	-	1	1.176858	I:	D:
2837276	2838430	-	2	1.190779	I:	D:
2838653	2839606	+	2	1.122826	I:	D:
2839648	2840175	-	1	1.194107	I:	D:
2840373	2842565	+	3	1.152189	I:	D:
2842582	2842947	+	1	1.128077	I:	D:
2842956	2844217	+	3	1.191013	I:	D:2843614,
2844261	2845055	-	3	1.165863	I:	D:
2845107	2848222	-	3	1.164880	I:2845919,2846946,	D:
2848326	2848934	-	3	1.161980	I:	D:
2849002	2849325	-	1	1.157253	I:	D:
2849387	2851672	-	2	1.159928	I:	D:
2852060	2855608	-	2	1.155051	I:	D:
2855612	2858275	-	2	1.143369	I:	D:
2858335	2858496	-	1	1.170751	I:	D:
2858513	2859712	-	2	1.140097	I:	D:
2859933	2860886	+	3	1.120513	I:	D:
2860963	2861642	-	1	1.275308	I:	D:2861392,
2861794	2862765	-	1	1.161802	I:	D:
2862841	2864768	-	1	1.149262	I:	D:2864048,
2864860	2865396	-	1	1.161262	I:	D:
2865484	2868876	-	1	1.171139	I:	D:2866436,2868055,2868816,
2869137	2869774	+	3	1.350571	I:	D:2869358,
2870273	2871499	+	2	1.145712	I:	D:
2871640	2872029	-	1	1.163523	I:	D:
2872240	2873268	+	1	1.164493	I:	D:
2873420	2874077	-	2	1.188513	I:2874068,	D:
2874186	2874674	-	3	1.185210	I:	D:
2874741	2875724	-	3	1.137133	I:	D:
2875855	2876760	-	1	1.158423	I:	D:
2876928	2878610	+	3	1.137206	I:	D:
2878743	2879936	+	3	1.152462	I:	D:
2880143	2882306	+	2	1.186500	I:2880185,	D:
2882435	2883421	+	2	1.174424	I:	D:
2883434	2885149	-	2	1.317499	I:2883996,2884017,2884061,	D:
2885291	2887078	-	2	1.300423	I:	D:
2887236	2887676	-	3	1.163110	I:	D:
2887737	2888987	-	3	1.189843	I:	D:
2889030	2890457	-	3	1.167406	I:	D:
2890567	2892228	-	1	1.138051	I:	D:
2892466	2893314	-	1	1.146429	I:	D:
2893583	2894023	+	2	1.128302	I:	D:
2894198	2897779	+	2	1.149704	I:2896596,	D:2895753,
2897795	2898676	+	2	1.100938	I:	D:
2898679	2901210	+	1	1.121084	I:2899711,	D:2900500,
2901250	2902806	-	1	1.135660	I:	D:
2903035	2904057	-	1	1.170282	I:	D:
2904413	2905429	+	2	1.157681	I:	D:
2905474	2906154	+	1	1.120991	I:	D:
2906192	2907633	+	2	1.129776	I:	D:2906799,
2907648	2908694	-	3	1.120799	I:	D:
2908699	2909889	-	1	1.112607	I:	D:
2909895	2911063	-	3	1.191773	I:	D:2910501,
2911074	2911299	-	3	1.174935	I:2911242,	D:
2911493	2912362	-	2	1.156271	I:	D:
2912548	2913003	+	1	1.210123	I:	D:
2913087	2914136	-	3	1.153721	I:	D:
2914325	2915224	-	2	1.165320	I:	D:
2915484	2916794	+	3	1.123659	I:	D:
2916909	2917407	-	3	1.194277	I:2917399,	D:
2917462	2918667	-	1	1.143953	I:	D:
2918670	2920132	-	3	1.125503	I:	D:2919396,
2920162	2922164	-	1	1.177932	I:	D:2921055,
2922166	2922783	-	1	1.142428	I:	D:
2922785	2923201	-	2	1.150114	I:	D:
2923440	2924162	+	3	1.165957	I:	D:
2924256	2925452	+	3	1.124614	I:	D:
2925455	2926773	+	2	1.119081	I:	D:2926183,
2926815	2927774	-	3	1.150316	I:	D:
2927882	2929714	+	2	1.123091	I:	D:
2929771	2931236	+	1	1.136998	I:	D:2930739,
2931268	2932062	-	1	1.158198	I:	D:
2932139	2933991	-	2	1.163585	I:	D:2933163,
2934190	2934621	+	1	1.191886	I:	D:
2934686	2935569	+	2	1.224850	I:	D:2935026,
2935969	2936083	+	1	1.306875	I:2936067,	D:
2936087	2936350	+	2	1.194203	I:	D:
2936464	2936844	+	1	1.177378	I:	D:
2936858	2937724	-	2	1.161608	I:	D:
2937742	2938086	-	1	1.186115	I:	D:
2938126	2938839	-	1	1.168406	I:	D:
2939038	2940162	+	1	1.118823	I:	D:
2940206	2940331	+	2	1.187890	I:	D:
2940487	2942709	+	1	1.130148	I:2941960,	D:2942033,
2942710	2943324	-	1	1.176491	I:	D:
2943445	2943762	-	1	1.119418	I:	D:
2943765	2944715	-	3	1.160075	I:	D:
2944843	2945391	+	1	1.147933	I:	D:
2945434	2945763	+	1	1.156335	I:	D:
2945922	2946557	+	3	1.138111	I:	D:
2946577	2946978	+	1	1.193374	I:	D:
2947163	2950521	+	2	1.128172	I:	D:2949570,
2950603	2952557	+	1	1.139738	I:	D:2951781,
2952587	2954236	-	2	1.122010	I:	D:
2954577	2955560	+	3	1.140814	I:	D:
2955647	2956840	-	2	1.110343	I:	D:
2956938	2957948	-	3	1.177571	I:	D:
2957964	2960000	-	3	1.151361	I:	D:
2960089	2960187	+	1	1.243419	I:	D:
2960259	2960759	+	3	1.178433	I:	D:
2960864	2961595	+	2	1.127121	I:	D:
2961679	2965647	-	1	1.183289	I:2963370,	D:2962148,
2965788	2966684	-	3	1.133828	I:	D:
2966730	2967890	+	3	1.134937	I:	D:
2968200	2969444	+	3	1.347976	I:	D:
2969788	2970927	+	1	1.375397	I:	D:
2970944	2971762	-	2	1.213351	I:	D:
2971890	2973389	+	3	1.127300	I:	D:
2973413	2974309	-	2	1.275995	I:	D:
2974484	2976007	+	2	1.247228	I:	D:
2976069	2976437	-	3	1.143009	I:	D:
2976441	2976851	-	3	1.126709	I:	D:
2976920	2977237	-	2	1.218799	I:	D:
2977320	2978018	-	3	1.180949	I:	D:
2978209	2979087	-	1	1.121668	I:	D:
2979092	2979949	-	2	1.116156	I:	D:
2979996	2981294	-	3	1.162697	I:	D:
2981593	2981801	+	1	1.236820	I:2981623,2981755,	D:
2981900	2983315	+	2	1.119229	I:	D:
2983377	2984015	-	3	1.156544	I:	D:
2984138	2985562	-	2	1.129898	I:	D:
2985698	2986852	-	2	1.137445	I:	D:
2986919	2987422	-	2	1.160594	I:	D:
2987446	2988459	-	1	1.136618	I:	D:
2988581	2989414	+	2	1.107645	I:	D:
2989571	2991828	+	2	1.135445	I:	D:2990680,
2991878	2992141	-	2	1.252104	I:	D:
2992146	2992442	-	3	1.204309	I:	D:
2992815	2993159	+	3	1.162190	I:	D:
2993275	2995155	+	1	1.145580	I:	D:
2995207	2996142	+	1	1.147158	I:	D:
2996278	2996955	+	1	1.140052	I:	D:
2996984	2997697	+	2	1.130150	I:	D:
2997775	2998578	-	1	1.175155	I:	D:
2998673	3000106	+	2	1.152788	I:	D:
3000136	3001591	+	1	1.110331	I:3001126,	D:
3001836	3004264	+	3	1.123304	I:	D:3002632,
3004403	3005458	-	2	1.168231	I:	D:
3006798	3008285	+	3	1.133216	I:	D:
3008536	3010445	+	1	1.118645	I:	D:3009552,
3010459	3011853	-	1	1.159950	I:	D:
3011942	3012445	-	2	1.149552	I:	D:
3012675	3013100	+	3	1.259568	I:	D:
3013756	3013878	+	1	1.313486	I:	D:
3013975	3014859	-	1	1.166384	I:	D:
3014922	3018567	-	3	1.144558	I:3018495,	D:
3018864	3019584	+	3	1.163319	I:3019350,	D:
3019590	3020593	+	3	1.162092	I:	D:3020064,
3020599	3021804	+	1	1.095486	I:	D:
3021842	3024620	-	2	1.159575	I:3021867,3022420,	D:3023549,
3024779	3029803	+	2	1.158092	I:3026911,	D:3025329,
3029828	3030664	+	2	1.126194	I:	D:
3030670	3030927	+	1	1.134956	I:	D:
3031075	3032742	+	1	1.146557	I:	D:
3032898	3034028	+	3	1.154720	I:	D:
3034078	3034767	-	1	1.157151	I:	D:
3034800	3035818	-	3	1.125461	I:	D:3035339,
3036032	3036958	+	2	1.129395	I:	D:
3036996	3037799	+	3	1.140728	I:	D:
3037934	3038359	+	2	1.112897	I:	D:
3038369	3038797	+	2	1.127634	I:	D:
3038825	3041213	-	2	1.156194	I:	D:3040218,3040885,
3041414	3043079	+	2	1.133735	I:3041746,	D:
3043139	3044464	+	2	1.149857	I:	D:
3044624	3045082	+	2	1.163756	I:	D:
3045170	3045874	+	2	1.138028	I:	D:
3046017	3048951	+	3	1.144767	I:	D:3047577,3048937,
3048988	3049904	-	1	1.130315	I:	D:3048992,
3050043	3051191	-	3	1.137022	I:	D:
3051244	3052664	+	1	1.143072	I:3052145,3052170,	D:
3052769	3053137	+	2	1.162085	I:	D:
3053168	3053677	+	2	1.131895	I:	D:
3053679	3054766	+	3	1.191632	I:3054627,	D:3054492,3054570,
3054963	3059253	-	3	1.151202	I:	D:3055009,3055638,
3059280	3061342	-	3	1.159053	I:3061175,3061274,	D:
3061508	3062710	+	2	1.158831	I:	D:
3062731	3066322	+	1	1.107606	I:	D:3064359,3065476,
3066324	3067022	+	3	1.103166	I:	D:
3067048	3069814	+	1	1.168032	I:3067444,3067632,	D:3067572,
3069823	3071358	+	1	1.132758	I:	D:
3071436	3071864	+	3	1.132834	I:	D:
3071933	3072655	+	2	1.115933	I:	D:
3072664	3074526	+	1	1.115146	I:	D:
3074620	3075120	+	1	1.219849	I:	D:
3075213	3075818	+	3	1.124681	I:	D:
3075881	3076507	-	2	1.177107	I:	D:
3076527	3078026	+	3	1.139962	I:	D:
3078304	3078786	-	1	1.230771	I:	D:
3078867	3080620	-	3	1.115789	I:	D:3079666,
3080634	3081467	-	3	1.114512	I:	D:
3081478	3082536	-	1	1.160194	I:	D:
3082602	3085217	-	3	1.178275	I:	D:
3085330	3086819	-	1	1.141746	I:	D:3086314,
3086984	3087469	+	2	1.119411	I:	D:
3087624	3088596	+	3	1.137786	I:3088485,	D:
3088665	3089357	+	3	1.110180	I:	D:
3089454	3089847	+	3	1.143383	I:3089824,	D:
3089848	3091158	-	1	1.179009	I:	D:
3091268	3092188	+	2	1.120645	I:	D:
3092216	3093293	-	2	1.155106	I:3092224,	D:
3093395	3094306	+	2	1.146012	I:	D:
3094350	3095756	-	3	1.164478	I:	D:
3095816	3097066	-	2	1.133959	I:	D:
3097205	3097678	+	2	1.124728	I:	D:
3097686	3098309	-	3	1.174347	I:	D:
3098433	3099479	-	3	1.126304	I:	D:
3099714	3100499	+	3	1.166575	I:	D:
3100512	3102019	+	3	1.134406	I:	D:3101257,
3102206	3102994	-	2	1.216831	I:	D:
3103134	3106425	+	3	1.147041	I:3103188,3104449,	D:3105956,
3106485	3107102	+	3	1.145338	I:	D:
3107131	3107622	+	1	1.135061	I:	D:
3107908	3108258	+	1	1.208101	I:	D:
3108442	3109644	+	1	1.125668	I:	D:
3109646	3110200	+	2	1.129064	I:	D:
3110513	3111345	+	2	1.220578	I:	D:3111321,
3111370	3113346	+	1	1.183892	I:	D:
3113350	3114314	+	1	1.212217	I:	D:3113962,
3114490	3114912	+	1	1.114416	I:	D:
3115062	3115679	+	3	1.134061	I:	D:
3115699	3117816	-	1	1.168081	I:	D:
3117918	3118133	+	3	1.160540	I:	D:
3118362	3118721	+	3	1.167113	I:	D:
3118913	3119290	+	2	1.203229	I:	D:
3119395	3121689	-	1	1.163380	I:	D:
3121796	3122758	+	2	1.161825	I:	D:
3122798	3123592	+	2	1.109811	I:	D:
3123689	3124576	+	2	1.124218	I:	D:
3124580	3125281	+	2	1.154198	I:	D:
3125304	3125774	-	3	1.171318	I:	D:
3125962	3127371	+	1	1.146333	I:	D:
3127382	3128272	-	2	1.139440	I:	D:
3128397	3129574	+	3	1.143106	I:	D:3128803,
3129591	3130403	-	3	1.132914	I:	D:
3130619	3130771	-	2	1.189897	I:	D:
3130916	3131803	-	2	1.149403	I:	D:
3131911	3133262	+	1	1.187385	I:	D:3132794,
3133297	3133821	-	1	1.174315	I:	D:
3133841	3134413	-	2	1.206738	I:	D:
3134543	3136087	+	2	1.163689	I:	D:
3136229	3136924	+	2	1.157551	I:	D:
3136926	3137585	+	3	1.141513	I:	D:
3137597	3138139	-	2	1.116338	I:	D:
3138278	3139135	+	2	1.121053	I:	D:
3139228	3140223	+	1	1.184100	I:	D:
3140270	3140653	+	2	1.144586	I:	D:
3140666	3141487	+	2	1.131839	I:	D:
3141569	3141937	+	2	1.164169	I:	D:
3141945	3142463	-	3	1.101072	I:	D:
3142582	3143358	+	1	1.123960	I:	D:
3143375	3144064	-	2	1.142169	I:	D:
3144234	3145588	+	3	1.176479	I:	D:3144922,
3145682	3149232	+	2	1.138854	I:	D:3148336,
3149249	3151702	-	2	1.172792	I:	D:
3151796	3153294	-	2	1.140648	I:	D:3152782,
3153375	3154172	-	3	1.152622	I:	D:
3154287	3155021	+	3	1.129807	I:	D:
3155090	3157552	-	2	1.189166	I:	D:
3157612	3158607	-	1	1.143923	I:	D:
3158660	3159163	-	2	1.192372	I:	D:
3159272	3159514	-	2	1.239116	I:	D:
3159818	3161834	+	2	1.161527	I:3161830,	D:
3161889	3162895	-	3	1.172855	I:	D:3162801,
3163054	3163545	+	1	1.138706	I:	D:
3163568	3164197	-	2	1.141106	I:	D:
3164408	3165804	+	2	1.149686	I:	D:3165468,
3165811	3167043	-	1	1.135447	I:	D:
3167130	3167915	+	3	1.166667	I:	D:
3167964	3168731	-	3	1.169137	I:	D:
3168881	3169591	+	2	1.187081	I:	D:
3169707	3170705	-	3	1.148726	I:	D:
3170812	3171705	+	1	1.154169	I:	D:
3171792	3172848	+	3	1.185014	I:3172191,	D:
3172947	3173348	-	3	1.200655	I:	D:
3173464	3174810	+	1	1.193196	I:	D:
3174824	3175426	+	2	1.141637	I:	D:
3175457	3176309	+	2	1.155280	I:3176304,	D:
3176488	3177387	-	1	1.151620	I:	D:
3177547	3179936	+	1	1.156841	I:	D:3178867,
3179991	3181325	-	3	1.158460	I:	D:
3181577	3186482	+	2	1.175202	I:3182591,3184646,3185683,	D:3182625,3185286,
3186766	3187941	+	1	1.189132	I:	D:
3188212	3189318	+	1	1.181752	I:	D:
3189431	3190103	-	2	1.187620	I:3189437,	D:
3190194	3191360	+	3	1.153136	I:	D:
3191404	3192093	-	1	1.167301	I:	D:
3192232	3193557	+	1	1.135272	I:	D:
3193571	3194179	-	2	1.152982	I:	D:
3194297	3195301	+	2	1.147163	I:	D:
3195321	3195686	-	3	1.209422	I:	D:
3195862	3196305	+	1	1.182362	I:	D:
3196363	3197327	-	1	1.198112	I:	D:3197165,
3197501	3198220	+	2	1.178790	I:	D:
3198246	3200471	+	3	1.170650	I:3198945,3198977,3199038,	D:
3200485	3202728	-	1	1.174280	I:	D:
3202768	3202926	-	1	1.266680	I:	D:
3203093	3204070	-	2	1.135668	I:	D:
3204143	3204955	+	2	1.167048	I:	D:
3204978	3206246	-	3	1.155763	I:	D:
3206258	3209187	-	2	1.141659	I:	D:3206667,
3209362	3213896	+	1	1.157662	I:3209369,3209592,	D:
3213978	3214700	-	3	1.159343	I:	D:
3214732	3215781	-	1	1.154000	I:	D:
3215900	3216790	-	2	1.114358	I:	D:
3216825	3217784	-	3	1.115692	I:	D:
3217793	3218596	-	2	1.150284	I:	D:
3218698	3220044	+	1	1.162209	I:3219597,	D:3219679,
3220050	3220400	+	3	1.146890	I:	D:
3220462	3220914	+	1	1.133100	I:	D:
3220968	3221858	-	3	1.144869	I:	D:
3222017	3223183	+	2	1.140867	I:	D:
3223272	3224129	-	3	1.146654	I:	D:
3224199	3225395	+	3	1.125283	I:	D:
3225401	3226915	-	2	1.139272	I:	D:
3226929	3227318	-	3	1.170372	I:	D:
3227796	3229640	-	3	1.151362	I:	D:
3229678	3229841	+	1	1.334773	I:	D:3229701,
3229862	3230532	+	2	1.151983	I:	D:3230173,
3230572	3231177	+	1	1.172155	I:	D:
3231241	3232503	-	1	1.134294	I:	D:
3232642	3233595	-	1	1.163650	I:	D:
3233698	3234906	+	1	1.100575	I:	D:
3234943	3236043	-	1	1.188432	I:	D:
3236227	3237210	+	1	1.202801	I:	D:
3237250	3238207	-	1	1.161329	I:3237260,	D:
3238347	3239273	-	3	1.161617	I:	D:
3239517	3241835	+	3	1.156538	I:	D:
3241923	3243220	-	3	1.164153	I:	D:3242782,
3243257	3244132	-	2	1.136995	I:	D:
3244233	3245204	-	3	1.181785	I:	D:
3245295	3246194	+	3	1.140695	I:	D:
3246305	3247093	+	2	1.184364	I:	D:
3247166	3247933	-	2	1.170209	I:	D:
3248175	3249790	+	3	1.181856	I:	D:3248989,
3249867	3250265	-	3	1.217819	I:	D:
3250324	3250629	-	1	1.232596	I:	D:
3250687	3252513	-	1	1.179157	I:3250697,	D:3250760,
3252740	3253219	-	2	1.174773	I:	D:
3253462	3255208	+	1	1.192819	I:3254096,	D:
3255227	3256255	-	2	1.170703	I:3255810,	D:3255654,
3256313	3256585	-	2	1.143811	I:	D:
3256628	3258756	-	2	1.183613	I:3256753,	D:3256816,3257157,
3258833	3259837	-	2	1.194723	I:	D:
3260012	3260335	+	2	1.167635	I:	D:
3260350	3261404	+	1	1.140971	I:	D:3261397,
3261440	3263944	-	2	1.208822	I:	D:
3264079	3265062	-	1	1.176979	I:	D:
